Vegobjekt_540_id,Art,årstid,lysforhold,"ÅDT, total_avg",Vegobjekt_540_lengde_avg,UTM_nord_int_avg,UTM33_øst_int_avg,antall_kollisjoner,frekvens,årsrisiko,samanlikning_yrke
1024046349.0,Hjort,haust,Skumring,1940,6779,7038306,229208,2,0.0004999781363727449,0.07499672045591174,>2x høgare risiko enn høgrisikoyrke
1022805712.0,Elg,haust,Natt,5000,8065,6983714,252058,2,0.00016305870962810725,0.024458806444216087,1-2x høgare risiko enn høyrisikoyrke
1024045610.0,Rådyr,haust,Natt,700,3084,7089924,240133,2,0.0030458321594188553,0.4568748239128283,>10x høgare risiko enn høgrisikoyrke
1024045977.0,Hjort,haust,Natt,4700,3977,7017376,236795,2,0.0003517749648646432,0.05276624472969648,>2x høgare risiko enn høgrisikoyrke
1024045860.0,Rådyr,haust,Natt,400,10604,7070676,202926,2,0.001550203335004108,0.2325305002506162,>10x høgare risiko enn høgrisikoyrke
1024047168.0,Rådyr,haust,Natt,200,9746,7071232,205959,3,0.00506003165330912,0.759004747996368,>10x høgare risiko enn høgrisikoyrke
1024045637.0,Rådyr,haust,Skumring,1000,10607,7105732,323057,2,0.0006199059551007282,0.09298589326510924,>2x høgare risiko enn høgrisikoyrke
1022805368.0,Rådyr,haust,Skumring,11800,1736,7070642,312178,2,0.00032098641264515274,0.04814796189677291,>2x høgare risiko enn høgrisikoyrke
1022805916.0,Hjort,haust,Natt,1660,9285,7021683,190529,3,0.0006399110950185321,0.09598666425277981,>2x høgare risiko enn høgrisikoyrke
1024046183.0,Rådyr,haust,Natt,5200,4882,7147687,330636,2,0.0002590104333719403,0.03885156500579104,1-2x høgare risiko enn høyrisikoyrke
1024045735.0,Rådyr,haust,Skumring,1470,5062,7069184,263942,2,0.0008836471919293851,0.13254707878940777,>5x høgare risiko enn høgrisikoyrke
1024045956.0,Rådyr,haust,Natt,776,3205,7069094,262649,2,0.0026438001454530714,0.3965700218179607,>10x høgare risiko enn høgrisikoyrke
1024046392.0,Rådyr,haust,Skumring,4130,3702,7079015,239500,2,0.00043006283271743856,0.06450942490761578,>2x høgare risiko enn høgrisikoyrke
